workerid,predicate,utterance,response,context,sentence_type
3,tall,heavy,0.74,random,coll
3,tall,heavy,0.83,random,dist
3,tall,deep,0.52,random,coll
3,tall,deep,0.93,random,dist
3,tall,short,0.73,random,coll
3,tall,short,0.91,random,dist
3,tall,tiny,0.94,random,dist
3,tall,tiny,0.71,random,coll
3,tall,tall,0.78,random,coll
3,tall,tall,0.96,random,dist
3,tall,little,0.95,random,dist
3,tall,little,0.66,random,coll
3,tall,big,0.72,random,coll
3,tall,big,0.95,random,dist
4,tall,large,0.88,random,dist
4,tall,large,0.14,random,coll
4,tall,high,0.71,random,dist
4,tall,high,0.5,random,coll
4,tall,little,0.83,random,dist
4,tall,little,0.28,random,coll
4,tall,humongous,0.91,random,coll
4,tall,humongous,0.28,random,dist
4,tall,narrow,0.87,random,coll
4,tall,narrow,0.19,random,dist
4,tall,skinny,0.83,random,coll
4,tall,skinny,0.24,random,dist
4,tall,fat,0.58,random,dist
4,tall,fat,0.54,random,coll
4,tall,huge,0.82,random,dist
4,tall,huge,0.15,random,coll
4,tall,thin,0.84,random,coll
4,tall,thin,0.17,random,dist
4,tall,thick,0.27,random,coll
4,tall,thick,0.79,random,dist
4,tall,long,0.23,random,dist
4,tall,long,0.83,random,coll
4,tall,small,0.24,random,dist
4,tall,small,0.72,random,coll
4,tall,mini,0.67,random,dist
4,tall,mini,0.21,random,coll
4,tall,full,0.9,random,dist
4,tall,full,0.54,random,coll
4,tall,deep,0.8,random,dist
4,tall,deep,0.26,random,coll
4,tall,big,0.82,random,dist
4,tall,big,0.26,random,coll
4,tall,tiny,0.78,random,dist
4,tall,tiny,0.2,random,coll
4,tall,heavy,0.74,random,dist
4,tall,heavy,0.16,random,coll
4,tall,wide,0.82,random,dist
4,tall,wide,0.21,random,coll
4,tall,flat,0.84,random,dist
4,tall,flat,0.18,random,coll
4,tall,lengthy,0.78,random,dist
4,tall,lengthy,0.19,random,coll
4,tall,short,0.84,random,dist
4,tall,short,0.21,random,coll
4,tall,low,0.45,random,coll
4,tall,low,0.25,random,dist
4,tall,tall,0.76,random,coll
4,tall,tall,0.15,random,dist
4,tall,slight,0.43,random,dist
4,tall,slight,0.44,random,coll
5,tall,deep,0.71,random,coll
5,tall,deep,0.66,random,dist
5,tall,small,0.35,random,coll
5,tall,small,0.6,random,dist
5,tall,big,0.5,random,coll
5,tall,big,0.65,random,dist
5,tall,slight,0.42,random,coll
5,tall,slight,0.38,random,dist
5,tall,thick,0.72,random,dist
5,tall,thick,0.7,random,coll
5,tall,short,0.41,random,coll
5,tall,short,0.52,random,dist
5,tall,wide,0.45,random,coll
5,tall,wide,0.58,random,dist
5,tall,little,0.43,random,coll
5,tall,little,0.65,random,dist
5,tall,tiny,0.35,random,dist
5,tall,tiny,0.78,random,coll
5,tall,full,0.74,random,dist
5,tall,full,0.73,random,coll
5,tall,tall,0.6,random,coll
5,tall,tall,0.67,random,dist
5,tall,thin,0.48,random,coll
5,tall,thin,0.64,random,dist
5,tall,humongous,0.77,random,coll
5,tall,humongous,0.76,random,dist
5,tall,long,0.74,random,coll
5,tall,long,0.78,random,dist
5,tall,huge,0.49,random,coll
5,tall,huge,0.67,random,dist
5,tall,fat,0.66,random,dist
5,tall,fat,0.68,random,coll
5,tall,skinny,0.48,random,coll
5,tall,skinny,0.5,random,dist
5,tall,high,0.85,random,coll
5,tall,high,0.34,random,dist
5,tall,lengthy,0.65,random,dist
5,tall,lengthy,0.54,random,coll
5,tall,heavy,0.72,random,coll
5,tall,heavy,0.68,random,dist
5,tall,narrow,0.34,random,coll
5,tall,narrow,0.7,random,dist
5,tall,mini,0.4,random,dist
5,tall,mini,0.59,random,coll
5,tall,low,0.55,random,dist
5,tall,low,0.51,random,coll
5,tall,large,0.58,random,coll
5,tall,large,0.66,random,dist
5,tall,flat,0.35,random,coll
5,tall,flat,0.53,random,dist
6,tall,thin,0.05,regular,dist
6,tall,thin,0.06,regular,coll
6,tall,mini,0.5,regular,dist
6,tall,mini,0.48,regular,coll
6,tall,short,0.27,regular,dist
6,tall,short,0.24,regular,coll
6,tall,big,0.97,regular,coll
6,tall,big,0.97,regular,dist
6,tall,low,0.96,regular,coll
6,tall,low,0.96,regular,dist
6,tall,lengthy,0.21,regular,coll
6,tall,lengthy,0.17,regular,dist
6,tall,fat,0.51,regular,dist
6,tall,fat,0.49,regular,coll
6,tall,wide,0.34,regular,dist
6,tall,wide,0.35,regular,coll
6,tall,large,0.95,regular,coll
6,tall,large,0.9,regular,dist
6,tall,heavy,0.33,regular,dist
6,tall,heavy,0.32,regular,coll
6,tall,huge,0.5,regular,coll
6,tall,huge,0.51,regular,dist
6,tall,flat,0.12,regular,dist
6,tall,flat,0.12,regular,coll
6,tall,little,0.26,regular,dist
6,tall,little,0.28,regular,coll
6,tall,tiny,0.1,regular,coll
6,tall,tiny,0.11,regular,dist
6,tall,small,0.19,regular,coll
6,tall,small,0.19,regular,dist
6,tall,high,0.24,regular,coll
6,tall,high,0.25,regular,dist
6,tall,tall,0.39,regular,dist
6,tall,tall,0.37,regular,coll
6,tall,slight,0.02,regular,coll
6,tall,slight,0.04,regular,dist
6,tall,narrow,0.26,regular,dist
6,tall,narrow,0.28,regular,coll
6,tall,skinny,0.18,regular,dist
6,tall,skinny,0.18,regular,coll
6,tall,humongous,0.02,regular,dist
6,tall,humongous,0.01,regular,coll
6,tall,full,0.51,regular,dist
6,tall,full,0.55,regular,coll
6,tall,deep,0.29,regular,coll
6,tall,deep,0.27,regular,dist
6,tall,thick,0.17,regular,coll
6,tall,thick,0.19,regular,dist
6,tall,long,0.32,regular,coll
6,tall,long,0.33,regular,dist
7,tall,fat,0.19,regular,dist
7,tall,fat,0.81,regular,coll
7,tall,little,0.92,regular,dist
7,tall,little,0.06,regular,coll
7,tall,mini,0.58,regular,dist
7,tall,mini,0.05,regular,coll
7,tall,huge,0.96,regular,coll
7,tall,huge,0.41,regular,dist
7,tall,humongous,0.06,regular,dist
7,tall,humongous,1,regular,coll
7,tall,deep,0.88,regular,coll
7,tall,deep,0.07,regular,dist
7,tall,narrow,0.42,regular,coll
7,tall,narrow,0.64,regular,dist
7,tall,skinny,0.78,regular,dist
7,tall,skinny,0.31,regular,coll
7,tall,heavy,0.95,regular,coll
7,tall,heavy,0.09,regular,dist
7,tall,full,0.74,regular,coll
7,tall,full,0.35,regular,dist
7,tall,tiny,0.82,regular,dist
7,tall,tiny,0.09,regular,coll
7,tall,wide,0.61,regular,coll
7,tall,wide,0.36,regular,dist
7,tall,tall,0.26,regular,dist
7,tall,tall,0.99,regular,coll
7,tall,high,0.14,regular,dist
7,tall,high,1,regular,coll
7,tall,long,0.81,regular,coll
7,tall,long,0.27,regular,dist
7,tall,big,0.23,regular,dist
7,tall,big,0.94,regular,coll
7,tall,small,0.71,regular,dist
7,tall,small,0.16,regular,coll
7,tall,flat,0.55,regular,dist
7,tall,flat,0.26,regular,coll
7,tall,low,0.87,regular,dist
7,tall,low,0.09,regular,coll
7,tall,thin,0.8,regular,dist
7,tall,thin,0.34,regular,coll
7,tall,lengthy,0.15,regular,dist
7,tall,lengthy,0.86,regular,coll
7,tall,short,1,regular,dist
7,tall,short,0,regular,coll
7,tall,slight,0.23,regular,coll
7,tall,slight,0.68,regular,dist
7,tall,thick,0.25,regular,dist
7,tall,thick,0.81,regular,coll
7,tall,large,0.09,regular,dist
7,tall,large,1,regular,coll
8,tall,skinny,0.57,regular,dist
8,tall,skinny,0.49,regular,coll
8,tall,fat,0.76,regular,dist
8,tall,fat,0.35,regular,coll
8,tall,long,0.69,regular,dist
8,tall,long,0.96,regular,coll
8,tall,thick,0.85,regular,coll
8,tall,thick,0.7,regular,dist
8,tall,little,0.65,regular,dist
8,tall,little,0.11,regular,coll
8,tall,thin,0.76,regular,dist
8,tall,thin,0.55,regular,coll
8,tall,huge,0.74,regular,coll
8,tall,huge,1,regular,dist
8,tall,flat,0.78,regular,coll
8,tall,flat,0.59,regular,dist
8,tall,slight,0.49,regular,dist
8,tall,slight,0.4,regular,coll
8,tall,tall,0.62,regular,dist
8,tall,tall,0.9,regular,coll
8,tall,lengthy,0.91,regular,coll
8,tall,lengthy,0.77,regular,dist
8,tall,small,0.43,regular,coll
8,tall,small,0.94,regular,dist
8,tall,full,0.85,regular,coll
8,tall,full,0.59,regular,dist
8,tall,wide,0.89,regular,dist
8,tall,wide,0.89,regular,coll
8,tall,heavy,0.94,regular,dist
8,tall,heavy,0.84,regular,coll
8,tall,tiny,0.9,regular,dist
8,tall,tiny,0.33,regular,coll
8,tall,deep,0.89,regular,coll
8,tall,deep,0.74,regular,dist
8,tall,short,0.62,regular,coll
8,tall,short,0.78,regular,dist
8,tall,humongous,0.59,regular,dist
8,tall,humongous,0.92,regular,coll
8,tall,high,0.93,regular,coll
8,tall,high,0.5,regular,dist
8,tall,big,0.94,regular,dist
8,tall,big,0.9,regular,coll
8,tall,low,0.91,regular,dist
8,tall,low,0.35,regular,coll
8,tall,mini,0.38,regular,coll
8,tall,mini,0.84,regular,dist
8,tall,large,0.67,regular,dist
8,tall,large,0.83,regular,coll
8,tall,narrow,0.51,regular,coll
8,tall,narrow,0.65,regular,dist
